IQ-TREE multicore version 2.0.3 for Linux 64-bit built Dec 20 2020
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor,
Heiko Schmidt, Dominik Schrempf, Michael Woodhams.

Host:    fat02 (AVX512, FMA3, 3023 GB RAM)
Command: iqtree -s virus5_rdrp.mafft.trimal.fasta -T auto -m MFP -b 1000 -redo
Seed:    313020 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Mon Aug 14 20:27:28 2023
Kernel:  AVX+FMA - auto-detect threads (96 CPU cores detected)

Reading alignment file virus5_rdrp.mafft.trimal.fasta ... Fasta format detected
Alignment most likely contains protein sequences
Alignment has 12 sequences with 715 columns, 607 distinct patterns
421 parsimony-informative, 167 singleton sites, 127 constant sites
WARNING: Some sequence names are changed as follows:
YP_009225665.1[Panax_notoginseng_virus_A] -> YP_009225665.1_Panax_notoginseng_virus_A_
AWX94599.1_[Panax_notoginseng_virus_B] -> AWX94599.1__Panax_notoginseng_virus_B_
QFS21891.1[Taro-associated_totivirus_L] -> QFS21891.1_Taro-associated_totivirus_L_
AOX47549.1[Pterostylis_sanguinea_totivirus_A] -> AOX47549.1_Pterostylis_sanguinea_totivirus_A_
AOX47551.1[Pterostylis_sanguinea_totivirus_A] -> AOX47551.1_Pterostylis_sanguinea_totivirus_A_
UUY86183.1[Loquat_associated_totivirus_1] -> UUY86183.1_Loquat_associated_totivirus_1_
UVG55946.1[Poaceae_Liege_totivirus_14] -> UVG55946.1_Poaceae_Liege_totivirus_14_
WEL36415.1[Bursera_graveolens_associated_totivirus_1] -> WEL36415.1_Bursera_graveolens_associated_totivirus_1_
YP_009507835.1[Xanthophyllomyces_dendrorhous_virus_L1B] -> YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_
YP_001497151.1[Black_raspberry_virus_F] -> YP_001497151.1_Black_raspberry_virus_F_
NP_620495.1[Saccharomyces_cerevisiae_virus_L-A] -> NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_

                                                         Gap/Ambiguity  Composition  p-value
   1  virus5_rdrp                                               21.96%    passed     91.23%
   2  YP_009225665.1_Panax_notoginseng_virus_A_                  0.00%    passed     99.36%
   3  AWX94599.1__Panax_notoginseng_virus_B_                     0.00%    passed     99.88%
   4  QFS21891.1_Taro-associated_totivirus_L_                    0.00%    passed     97.40%
   5  AOX47549.1_Pterostylis_sanguinea_totivirus_A_              4.34%    passed     99.49%
   6  AOX47551.1_Pterostylis_sanguinea_totivirus_A_              3.08%    passed     97.59%
   7  UUY86183.1_Loquat_associated_totivirus_1_                  0.00%    passed     33.88%
   8  UVG55946.1_Poaceae_Liege_totivirus_14_                     0.28%    passed     99.90%
   9  WEL36415.1_Bursera_graveolens_associated_totivirus_1_      0.00%    passed     82.36%
  10  YP_009507835.1_Xanthophyllomyces_dendrorhous_virus_L1B_    3.92%    passed     72.31%
  11  YP_001497151.1_Black_raspberry_virus_F_                    0.00%    passed     99.59%
  12  NP_620495.1_Saccharomyces_cerevisiae_virus_L-A_            2.94%    passed     56.92%
****  TOTAL                                                      3.04%  0 sequences failed composition chi2 test (p-value<5%; df=19)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.002 seconds
Measuring multi-threading efficiency up to 96 CPU cores
Increase to 10 rounds for branch lengths
758 trees examined
Threads: 1 / Time: 96.071 sec / Speedup: 1.000 / Efficiency: 100% / LogL: -13557
Threads: 2 / Time: 78.559 sec / Speedup: 1.223 / Efficiency: 61% / LogL: -13557
Threads: 3 / Time: 77.542 sec / Speedup: 1.239 / Efficiency: 41% / LogL: -13557
BEST NUMBER OF THREADS: 2

Perform fast likelihood tree search using LG+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -13204.388
Optimal log-likelihood: -13204.283
Proportion of invariable sites: 0.081
Gamma shape alpha: 0.802
Parameters optimization took 1 rounds (0.032 sec)
Time for fast ML tree search: 0.258 seconds

NOTE: ModelFinder requires 11 MB RAM!
ModelFinder will test up to 546 protein models (sample size: 715) ...
 No. Model         -LnL         df  AIC          AICc         BIC
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13344.095
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.129 second
Computing log-likelihood of 98 initial trees ... 0.728 seconds
Current best score: -13338.927

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13330.539
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13321.252
Iteration 10 / LogL: -13325.413 / Time: 0h:0m:2s
Iteration 20 / LogL: -13324.446 / Time: 0h:0m:3s
Finish initializing candidate tree set (7)
Current best tree score: -13321.252 / CPU time: 3.250
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13321.754 / Time: 0h:0m:4s (0h:0m:11s left)
Iteration 40 / LogL: -13325.168 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13324.714 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13324.609 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13324.504 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13324.434 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13321.969 / Time: 0h:0m:10s (0h:0m:1s left)
Iteration 100 / LogL: -13321.281 / Time: 0h:0m:11s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13321.252
Optimal log-likelihood: -13321.246
Gamma shape alpha: 0.619
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13321.246
Total tree length: 9.982

Total number of iterations: 103
CPU time used for tree search: 22.582 sec (0h:0m:22s)
Wall-clock time used for tree search: 11.420 sec (0h:0m:11s)
Total CPU time used: 23.002 sec (0h:0m:23s)
Total wall-clock time used: 11.631 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 446

Creating bootstrap alignment (seed: 313465)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 2 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13291.986
2. Current log-likelihood: -13090.926
3. Current log-likelihood: -13084.741
Optimal log-likelihood: -13084.648
Gamma shape alpha: 0.635
Parameters optimization took 3 rounds (0.100 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13056.450
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.131 second
Computing log-likelihood of 97 initial trees ... 0.695 seconds
Current best score: -13056.450

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13054.823
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -13053.101
Estimate model parameters (epsilon = 0.100)
UPDATE BEST LOG-LIKELIHOOD: -13052.613
Iteration 10 / LogL: -13053.120 / Time: 0h:0m:1s
Iteration 20 / LogL: -13053.286 / Time: 0h:0m:2s
Finish initializing candidate tree set (5)
Current best tree score: -13052.613 / CPU time: 2.791
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13054.854 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13053.111 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13055.129 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13054.881 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13053.135 / Time: 0h:0m:8s (0h:0m:3s left)
Iteration 80 / LogL: -13052.982 / Time: 0h:0m:9s (0h:0m:2s left)
Iteration 90 / LogL: -13052.924 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13065.038 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:11s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13052.613
Optimal log-likelihood: -13052.613
Gamma shape alpha: 0.633
Parameters optimization took 1 rounds (0.018 sec)
BEST SCORE FOUND : -13052.613
Total tree length: 8.572

Total number of iterations: 103
CPU time used for tree search: 21.526 sec (0h:0m:21s)
Wall-clock time used for tree search: 10.891 sec (0h:0m:10s)
Total CPU time used: 21.849 sec (0h:0m:21s)
Total wall-clock time used: 11.053 sec (0h:0m:11s)

===> START BOOTSTRAP REPLICATE NUMBER 447

Creating bootstrap alignment (seed: 313466)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13232.385
2. Current log-likelihood: -13032.240
3. Current log-likelihood: -13026.156
Optimal log-likelihood: -13026.058
Gamma shape alpha: 0.602
Parameters optimization took 3 rounds (0.106 sec)
Computing ML distances based on estimated model parameters... 0.013 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13055.013
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.130 second
Computing log-likelihood of 97 initial trees ... 0.703 seconds
Current best score: -13026.058

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13013.689
Iteration 10 / LogL: -13014.293 / Time: 0h:0m:1s
Iteration 20 / LogL: -13013.696 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -13013.689 / CPU time: 2.701
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13042.902 / Time: 0h:0m:4s (0h:0m:10s left)
Iteration 40 / LogL: -13014.378 / Time: 0h:0m:5s (0h:0m:8s left)
Iteration 50 / LogL: -13040.844 / Time: 0h:0m:6s (0h:0m:6s left)
Iteration 60 / LogL: -13015.446 / Time: 0h:0m:7s (0h:0m:5s left)
Iteration 70 / LogL: -13042.012 / Time: 0h:0m:9s (0h:0m:4s left)
Iteration 80 / LogL: -13013.853 / Time: 0h:0m:10s (0h:0m:2s left)
Iteration 90 / LogL: -13041.491 / Time: 0h:0m:11s (0h:0m:1s left)
Iteration 100 / LogL: -13013.868 / Time: 0h:0m:12s (0h:0m:0s left)
UPDATE BEST LOG-LIKELIHOOD: -13013.689
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:12s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13013.689
Optimal log-likelihood: -13013.687
Gamma shape alpha: 0.592
Parameters optimization took 1 rounds (0.020 sec)
BEST SCORE FOUND : -13013.687
Total tree length: 9.070

Total number of iterations: 102
CPU time used for tree search: 25.074 sec (0h:0m:25s)
Wall-clock time used for tree search: 12.676 sec (0h:0m:12s)
Total CPU time used: 25.423 sec (0h:0m:25s)
Total wall-clock time used: 12.852 sec (0h:0m:12s)

===> START BOOTSTRAP REPLICATE NUMBER 448

Creating bootstrap alignment (seed: 313467)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13359.156
2. Current log-likelihood: -13107.971
3. Current log-likelihood: -13096.262
4. Current log-likelihood: -13095.877
Optimal log-likelihood: -13095.833
Gamma shape alpha: 0.541
Parameters optimization took 4 rounds (0.123 sec)
Computing ML distances based on estimated model parameters... 0.013 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13084.773
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.121 second
Computing log-likelihood of 94 initial trees ... 0.671 seconds
Current best score: -13084.773

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13063.826
Iteration 10 / LogL: -13065.236 / Time: 0h:0m:1s
Iteration 20 / LogL: -13064.476 / Time: 0h:0m:2s
Finish initializing candidate tree set (3)
Current best tree score: -13063.826 / CPU time: 2.632
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
UPDATE BEST LOG-LIKELIHOOD: -13063.826
Iteration 30 / LogL: -13063.863 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -13064.117 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13074.884 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -13074.962 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13073.317 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13063.981 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13064.362 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13064.005 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13063.826
Optimal log-likelihood: -13063.825
Gamma shape alpha: 0.545
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13063.825
Total tree length: 10.066

Total number of iterations: 102
CPU time used for tree search: 20.571 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.404 sec (0h:0m:10s)
Total CPU time used: 20.973 sec (0h:0m:20s)
Total wall-clock time used: 10.607 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 449

Creating bootstrap alignment (seed: 313468)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13445.064
2. Current log-likelihood: -13262.637
3. Current log-likelihood: -13254.952
4. Current log-likelihood: -13254.689
Optimal log-likelihood: -13254.667
Gamma shape alpha: 0.668
Parameters optimization took 4 rounds (0.131 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13255.504
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.135 second
Computing log-likelihood of 98 initial trees ... 0.732 seconds
Current best score: -13254.667

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13236.236
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 5: -13235.905
Iteration 10 / LogL: -13236.303 / Time: 0h:0m:2s
Iteration 20 / LogL: -13236.295 / Time: 0h:0m:4s
Finish initializing candidate tree set (5)
Current best tree score: -13235.905 / CPU time: 4.028
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
UPDATE BEST LOG-LIKELIHOOD: -13235.903
Iteration 30 / LogL: -13236.029 / Time: 0h:0m:5s (0h:0m:13s left)
Iteration 40 / LogL: -13236.046 / Time: 0h:0m:6s (0h:0m:10s left)
Iteration 50 / LogL: -13236.269 / Time: 0h:0m:7s (0h:0m:8s left)
Iteration 60 / LogL: -13238.218 / Time: 0h:0m:8s (0h:0m:6s left)
Iteration 70 / LogL: -13239.419 / Time: 0h:0m:9s (0h:0m:4s left)
Iteration 80 / LogL: -13237.799 / Time: 0h:0m:10s (0h:0m:3s left)
Iteration 90 / LogL: -13236.264 / Time: 0h:0m:11s (0h:0m:2s left)
Iteration 100 / LogL: -13236.250 / Time: 0h:0m:12s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 106 ITERATIONS / Time: 0h:0m:13s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13235.903
Optimal log-likelihood: -13235.901
Gamma shape alpha: 0.661
Parameters optimization took 1 rounds (0.021 sec)
BEST SCORE FOUND : -13235.901
Total tree length: 9.546

Total number of iterations: 106
CPU time used for tree search: 26.484 sec (0h:0m:26s)
Wall-clock time used for tree search: 13.385 sec (0h:0m:13s)
Total CPU time used: 26.914 sec (0h:0m:26s)
Total wall-clock time used: 13.602 sec (0h:0m:13s)

===> START BOOTSTRAP REPLICATE NUMBER 450

Creating bootstrap alignment (seed: 313469)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13603.152
2. Current log-likelihood: -13363.709
3. Current log-likelihood: -13354.239
4. Current log-likelihood: -13353.896
Optimal log-likelihood: -13353.849
Gamma shape alpha: 0.575
Parameters optimization took 4 rounds (0.125 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13359.777
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.122 second
Computing log-likelihood of 97 initial trees ... 0.694 seconds
Current best score: -13333.158

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13316.934
Iteration 10 / LogL: -13317.382 / Time: 0h:0m:1s
Iteration 20 / LogL: -13317.094 / Time: 0h:0m:2s
Finish initializing candidate tree set (1)
Current best tree score: -13316.934 / CPU time: 2.756
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13317.164 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13317.095 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13317.024 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -13317.105 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13317.279 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13316.982 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13317.008 / Time: 0h:0m:8s (0h:0m:1s left)
Iteration 100 / LogL: -13317.283 / Time: 0h:0m:9s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:9s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13316.934
Optimal log-likelihood: -13316.932
Gamma shape alpha: 0.574
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13316.932
Total tree length: 9.998

Total number of iterations: 102
CPU time used for tree search: 19.158 sec (0h:0m:19s)
Wall-clock time used for tree search: 9.683 sec (0h:0m:9s)
Total CPU time used: 19.532 sec (0h:0m:19s)
Total wall-clock time used: 9.871 sec (0h:0m:9s)

===> START BOOTSTRAP REPLICATE NUMBER 451

Creating bootstrap alignment (seed: 313470)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -12999.549
2. Current log-likelihood: -12785.798
3. Current log-likelihood: -12777.038
4. Current log-likelihood: -12776.807
Optimal log-likelihood: -12776.795
Gamma shape alpha: 0.609
Parameters optimization took 4 rounds (0.156 sec)
Computing ML distances based on estimated model parameters... 0.014 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -12762.987
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.141 second
Computing log-likelihood of 96 initial trees ... 0.743 seconds
Current best score: -12762.987

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -12762.985
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 2: -12755.454
Iteration 10 / LogL: -12757.033 / Time: 0h:0m:1s
Iteration 20 / LogL: -12756.053 / Time: 0h:0m:2s
Finish initializing candidate tree set (2)
Current best tree score: -12755.454 / CPU time: 2.289
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -12763.013 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -12755.617 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -12755.607 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -12756.235 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -12755.466 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -12763.112 / Time: 0h:0m:7s (0h:0m:2s left)
Iteration 90 / LogL: -12763.313 / Time: 0h:0m:8s (0h:0m:1s left)
Iteration 100 / LogL: -12755.782 / Time: 0h:0m:9s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 103 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -12755.454
Optimal log-likelihood: -12755.453
Gamma shape alpha: 0.607
Parameters optimization took 1 rounds (0.022 sec)
BEST SCORE FOUND : -12755.453
Total tree length: 9.750

Total number of iterations: 103
CPU time used for tree search: 19.460 sec (0h:0m:19s)
Wall-clock time used for tree search: 9.836 sec (0h:0m:9s)
Total CPU time used: 19.928 sec (0h:0m:19s)
Total wall-clock time used: 10.071 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 452

Creating bootstrap alignment (seed: 313471)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13761.617
2. Current log-likelihood: -13551.340
3. Current log-likelihood: -13540.851
4. Current log-likelihood: -13540.516
Optimal log-likelihood: -13540.472
Gamma shape alpha: 0.595
Parameters optimization took 4 rounds (0.123 sec)
Computing ML distances based on estimated model parameters... 0.015 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13511.022
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.123 second
Computing log-likelihood of 98 initial trees ... 0.704 seconds
Current best score: -13502.769

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13483.834
Iteration 10 / LogL: -13484.106 / Time: 0h:0m:1s
Iteration 20 / LogL: -13484.151 / Time: 0h:0m:2s
Finish initializing candidate tree set (3)
Current best tree score: -13483.834 / CPU time: 2.493
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13484.149 / Time: 0h:0m:3s (0h:0m:8s left)
Iteration 40 / LogL: -13484.508 / Time: 0h:0m:4s (0h:0m:6s left)
Estimate model parameters (epsilon = 0.100)
UPDATE BEST LOG-LIKELIHOOD: -13483.791
Iteration 50 / LogL: -13483.921 / Time: 0h:0m:5s (0h:0m:5s left)
Iteration 60 / LogL: -13484.005 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13484.383 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13483.808 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13484.175 / Time: 0h:0m:9s (0h:0m:1s left)
Iteration 100 / LogL: -13484.352 / Time: 0h:0m:10s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 102 ITERATIONS / Time: 0h:0m:10s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -13483.791
Optimal log-likelihood: -13483.791
Gamma shape alpha: 0.594
Parameters optimization took 1 rounds (0.019 sec)
BEST SCORE FOUND : -13483.791
Total tree length: 10.495

Total number of iterations: 102
CPU time used for tree search: 20.435 sec (0h:0m:20s)
Wall-clock time used for tree search: 10.325 sec (0h:0m:10s)
Total CPU time used: 20.827 sec (0h:0m:20s)
Total wall-clock time used: 10.523 sec (0h:0m:10s)

===> START BOOTSTRAP REPLICATE NUMBER 453

Creating bootstrap alignment (seed: 313472)...

Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.001 seconds

NOTE: 3 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -13555.825
2. Current log-likelihood: -13351.354
3. Current log-likelihood: -13343.272
4. Current log-likelihood: -13343.106
Optimal log-likelihood: -13343.101
Gamma shape alpha: 0.633
Parameters optimization took 4 rounds (0.129 sec)
Computing ML distances based on estimated model parameters... 0.015 sec
Computing BIONJ tree...
0.000 seconds
Log-likelihood of BIONJ tree: -13332.112
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 98 parsimony trees... 0.122 second
Computing log-likelihood of 95 initial trees ... 0.712 seconds
Current best score: -13332.112

Do NNI search on 20 best initial trees
Estimate model parameters (epsilon = 0.100)
BETTER TREE FOUND at iteration 1: -13326.751
Iteration 10 / LogL: -13329.789 / Time: 0h:0m:1s
Iteration 20 / LogL: -13327.051 / Time: 0h:0m:2s
Finish initializing candidate tree set (4)
Current best tree score: -13326.751 / CPU time: 2.651
Number of iterations: 20
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 30 / LogL: -13329.591 / Time: 0h:0m:3s (0h:0m:9s left)
Iteration 40 / LogL: -13332.220 / Time: 0h:0m:4s (0h:0m:7s left)
Iteration 50 / LogL: -13332.007 / Time: 0h:0m:5s (0h:0m:6s left)
Iteration 60 / LogL: -13333.223 / Time: 0h:0m:6s (0h:0m:4s left)
Iteration 70 / LogL: -13326.872 / Time: 0h:0m:7s (0h:0m:3s left)
Iteration 80 / LogL: -13332.072 / Time: 0h:0m:8s (0h:0m:2s left)
Iteration 90 / LogL: -13329.105 / Time: 0h:0m:9s (0h:0m:1s left)
UPDATE BEST LOG-LIKELIHOOD: -13326.751
Iteration 100 / LogL: -13333.082 / Time: 0h:0m:10s (0h:0m:0s left)
